用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2016-10-05 07:18:55Z,revised,Resolving an open generic type with Microsoft.Extensions.DependencyInjection,edited title
Steven,Stack Overflow,2016-10-02 09:19:31Z,revised,How to get DbContext in nested methods using SimpleInjector,typo fixed
Steven,Stack Overflow,2016-10-15 06:24:39Z,revised,Postponing registration of property using Autofac,added 1 character in body
Steven,Stack Overflow,2016-10-19 16:44:46Z,revised,How to implement the Unit of Work(UoW) pattern with ADO.NET and use it in ASP.NET MVC,edited tags
Steven,Stack Overflow,2016-10-07 11:57:06Z,revised,How to register a collection conditionally using Simple Injector?,added 147 characters in body
Steven,Stack Overflow,2016-10-04 13:21:23Z,revised,When to use property injection?,edited tags
Steven,Stack Overflow,2016-10-02 09:17:16Z,revised,How to find out where my legacy application using NHibernate is leaking memory,Title and tags improved
Steven,Stack Overflow,2016-10-12 21:17:39Z,revised,Property Dependency Injection used in Constructor using Unity,deleted 12 characters in body
Steven,Stack Overflow,2016-10-19 14:31:20Z,revised,Which Simple Injector Scoped lifestyle should I use during unit testing?,edited tags
Steven,Stack Overflow,2016-10-07 11:05:01Z,revised,How to register a collection conditionally using Simple Injector?,added 1 character in body; edited tags; edited title
Steven,Stack Overflow,2016-10-04 11:31:50Z,revised,Dependency injection of System.Web.Security.ActiveDirectoryMembershipProvider in ASP.NET CORE 1.0,added 59 characters in body
Steven,Stack Overflow,2016-10-02 09:06:57Z,revised,Using a ChannelFactory with Simple Injector,added 44 characters in body; edited tags; edited title
Steven,Stack Overflow,2016-10-11 21:24:12Z,revised,Autofac Resolve constructor instance from Container?,edited tags
Steven,Stack Overflow,2016-10-19 14:30:16Z,revised,When is the WebApiRequestLifestyle scope finished?,added 85 characters in body
Steven,Stack Overflow,2016-10-07 09:56:11Z,revised,log4net with DI Simple Injector,Updated code because of breaking change in log4net LogImpl.
Steven,Stack Overflow,2016-10-03 15:20:31Z,revised,"Simple Injector - ApplicationSignInManager is registered as transient, but implements IDisposable",Code reformatted
Steven,Stack Overflow,2016-10-02 08:42:07Z,revised,Add SessionId to Logger when constructed via Simple Injector,added 51 characters in body; edited tags; edited title
Steven,Stack Overflow,2016-10-11 15:09:36Z,revised,Using Simple Injector with base classes,deleted 170 characters in body; edited title
Steven,Stack Overflow,2016-10-18 20:15:54Z,revised,Dependency injection stops working when Web Api is published,deleted 287 characters in body
Steven,Stack Overflow,2016-10-07 09:50:40Z,revised,Simple Injector: RegisterConditional with log4net,added 134 characters in body; edited tags
Steven,Stack Overflow,2016-10-03 15:00:55Z,revised,Wrapping my head around TPL DataFlow,Improved formatting
Steven,Stack Overflow,2016-10-02 08:38:27Z,revised,Registering a type with multiple constructors and string dependency in Simple Injector,added 20 characters in body
Steven,Stack Overflow,2016-10-11 15:05:13Z,revised,Using Simple Injector with base classes,Small improvements
Steven,Stack Overflow,2016-10-18 14:24:58Z,revised,How to get Microsoft.AspNet.Http.HttpContext instance in Class Constructor using DI,deleted 2 characters in body
Steven,Stack Overflow,2016-10-11 12:20:22Z,revised,Inject Custom Implementation for Identity UserStore,deleted 9 characters in body
Steven,Stack Overflow,2016-10-02 08:36:33Z,revised,Registering a type with multiple constructors and string dependency in Simple Injector,Improved title
Steven,Stack Overflow,2016-09-28 18:25:02Z,revised,IOC/DI container and child window creation dilemma,edited tags
Steven,Stack Overflow,2016-09-14 20:20:01Z,revised,Implementation and usage of logger wrapper for log4net,deleted 24 characters in body
Steven,Stack Overflow,2016-08-31 12:02:00Z,revised,With lifestyle to use for Console Application?,added 1 character in body; edited title; edited tags
Steven,Stack Overflow,2016-08-16 14:37:34Z,revised,Registering an assembly is also registering enums,added 18 characters in body; edited tags
Steven,Stack Overflow,2016-10-01 14:28:05Z,revised,Simple Injector: Cyclic Dependency error in Conditional Decorator,Improved title
Steven,Stack Overflow,2016-09-28 07:09:56Z,revised,Simple Injector: Cyclic Dependency error in Conditional Decorator,added 10 characters in body
Steven,Stack Overflow,2016-09-11 19:53:05Z,revised,Using Dependency Injection in ASP.NET MVC3 Model Binder,typos fixed
Steven,Stack Overflow,2016-08-31 07:57:59Z,revised,Is there a better way than this to inject a function into an object in Unity?,deleted 1148 characters in body
Steven,Stack Overflow,2016-08-16 13:38:05Z,revised,Register same object multiple times with different configuration,edited tags
Steven,Stack Overflow,2016-10-01 14:26:14Z,revised,Configuring Identity Framework&#39;s ApplicationUserManager in Simple Injector,Improved title
Steven,Stack Overflow,2016-09-27 09:44:40Z,revised,How to inject proper dependency based on constructor parameter name,added 117 characters in body
Steven,Stack Overflow,2016-09-10 20:50:35Z,revised,Add SessionId to Logger when constructed via Simple Injector,deleted 10 characters in body
Steven,Stack Overflow,2016-08-29 15:53:10Z,revised,How to create an Http instance without using constructor DI?,deleted 2 characters in body
Steven,Stack Overflow,2016-08-12 18:56:52Z,revised,Configure Simple Injector to support resolving ASP.NET Core middleware dependencies?,edited tags; edited title
Steven,Stack Overflow,2016-09-30 06:18:53Z,revised,"Correctly set Scope when using WebApi, SimpleInjector and MediatR",XML comments removed
Steven,Stack Overflow,2016-09-26 15:31:08Z,revised,"Using Unity, how do you register type mappings for generics?",Small fixes
Steven,Stack Overflow,2016-09-10 20:49:37Z,revised,Registering UserStore with SimpleInjector for AccountController / ApplicationUserManager,edited tags
Steven,Stack Overflow,2016-08-25 08:11:56Z,revised,"Unity: The current type,&#39;XXXXX&#39;, is an interface and cannot be constructed. Are you missing a type mapping?",edited tags
Steven,Stack Overflow,2016-08-12 09:04:15Z,revised,Unity dependency injection in an ASP MVC 5.0 RoleProvider defined in configuration,Fixed a nasty concurrency bug in the code sample. See: https://unity.codeplex.com/workitem/12762
Steven,Stack Overflow,2016-09-30 06:13:22Z,revised,Registering generic type with multiple constructors,added 3073 characters in body
Steven,Stack Overflow,2016-09-26 08:28:19Z,revised,Resolving per-user/per-request dependency with Autofac in StartUp,deleted 12 characters in body; edited tags
Steven,Stack Overflow,2016-09-10 20:49:15Z,revised,ApiControllers registration in ASPNET MVC 5 with WebApi and OWIN and SimpleInjector,Small cleanups
Steven,Stack Overflow,2016-08-24 16:44:40Z,revised,How to configure Autofac to resolve CQRS handlers and write its query dispatcher in a Web API project,added 1231 characters in body
Steven,Stack Overflow,2016-08-10 08:11:12Z,revised,Implementing Domain Event Handler pattern in C# with Simple Injector,Removed old v2 code examples
Steven,Stack Overflow,2016-09-30 05:49:50Z,revised,Registering generic type with multiple constructors,deleted 37 characters in body; edited tags; edited title
Steven,Stack Overflow,2016-09-23 11:12:35Z,revised,Replace activator for middleware in ASP.NET Core,added 10 characters in body; edited title
Steven,Stack Overflow,2016-09-10 06:52:24Z,revised,Lifestyle Mismatches while injecting ISession with SimpleInjector,added 10 characters in body; edited tags
Steven,Stack Overflow,2016-08-19 11:59:31Z,revised,How can System.Lazy&lt;T&gt; access private constructor of T?,added 284 characters in body
Steven,Stack Overflow,2016-08-10 06:31:52Z,revised,Dynamic Dependency Injection Web Api,added 69 characters in body
Steven,Stack Overflow,2016-09-29 16:20:19Z,revised,How to use Simple Injector with EasyNetQ?,added 20 characters in body
Steven,Stack Overflow,2016-09-21 18:29:12Z,revised,autofac nuget update changes IAutofacActionFilter implementation,deleted 62 characters in body; edited tags
Steven,Stack Overflow,2016-09-08 07:52:25Z,revised,Creating an &ldquo;Ambient Context&rdquo; (UserContext) for an ASP.NET application using a static factory Func&lt;T&gt;,no more base classes
Steven,Stack Overflow,2016-08-18 14:04:23Z,revised,C# unable to access property of dependency injected class in another class,"Code reformatted, tag added"
Steven,Stack Overflow,2016-08-09 15:36:16Z,revised,Dynamic Dependency Injection Web Api,edited tags
Steven,Stack Overflow,2016-09-29 16:19:57Z,revised,How to use Simple Injector with EasyNetQ?,added 23 characters in body
Steven,Stack Overflow,2016-09-21 07:28:15Z,revised,logger wrapper best practice,Updated with link to Microsoft.Extensions.Logging example
Steven,Stack Overflow,2016-09-07 06:35:10Z,revised,Factory pattern without service locator,added 1 character in body; deleted 2 characters in body
Steven,Stack Overflow,2016-08-18 09:07:26Z,revised,Ninject kernel suddenly loses all bindings then starts working again,edited tags
Steven,Stack Overflow,2016-08-09 13:51:22Z,revised,How to change dependency registration at run time using simple injector?,Updated with v3 syntax and removed advice about factory that requires access to the value during construction of the object graph
Steven,Stack Overflow,2016-09-29 14:04:45Z,revised,Simplest code stopped working after StructureMap upgrade. Is it a bug or configuration should be modified?,edited tags
Steven,Stack Overflow,2016-09-16 21:08:50Z,revised,Autofac DI in parallel.foreach,added 13 characters in body
Steven,Stack Overflow,2016-09-04 22:07:27Z,revised,Is a class with only one function cohesive enough?,added 5 characters in body
Steven,Stack Overflow,2016-08-17 08:16:21Z,revised,The given type IControllerFactory is not a concrete type. Please use one of the other overloads to register this type,deleted 186 characters in body
Steven,Stack Overflow,2016-08-08 20:21:00Z,revised,How to get DbContext in nested methods using SimpleInjector,Code reformatted; edited tags
Steven,Stack Overflow,2016-09-14 20:27:13Z,revised,Implementation and usage of logger wrapper for log4net,edited title
Steven,Stack Overflow,2016-09-01 20:47:21Z,revised,Registering UserStore with SimpleInjector for AccountController / ApplicationUserManager,deleted 1 character in body
Steven,Stack Overflow,2016-08-16 16:26:32Z,revised,Debugging ASP.NET - Can I copy XML comments to the debug folder?,Image included
Steven,Stack Overflow,2016-08-08 19:00:07Z,revised,Simple Injector and assembly scanning,edited tags; edited title
Steven,Stack Overflow,2016-09-28 18:27:41Z,revised,Register generic type,deleted 34 characters in body; edited tags
Steven,Stack Overflow,2016-08-03 14:40:28Z,revised,Violation of Liskov Substitution Principle in SharedFolder,added 11 characters in body
Steven,Stack Overflow,2016-07-25 14:03:42Z,revised,IoC Registration differences between Unity and Simple Injector,added 9 characters in body; edited title
Steven,Stack Overflow,2016-07-08 08:37:24Z,revised,SimpleInjector can&#39;t load type ConditionalHashset,edited tags
Steven,Stack Overflow,2016-06-21 09:49:00Z,revised,How to register decorators conditionally based on consumer lifestyle using Simple Injector?,added 265 characters in body; edited tags; edited title
Steven,Stack Overflow,2016-06-06 13:48:38Z,revised,Dependency Injection using Ninject without interface,added 122 characters in body
Steven,Stack Overflow,2016-08-03 13:59:20Z,revised,Remove registered decorator in Simple Injector,Title improved
Steven,Stack Overflow,2016-07-25 13:53:38Z,revised,IoC Registration differences between Unity and Simple Injector,Updated with Simple Injector v3 code examples
Steven,Stack Overflow,2016-07-08 07:07:32Z,revised,Simple Injector and a Logging Abstraction Using Log4net,added 2 characters in body; edited title
Steven,Stack Overflow,2016-06-20 20:48:30Z,revised,Localization using a DI framework - good idea?,Decorator added
Steven,Stack Overflow,2016-06-06 09:39:34Z,revised,Get the container instance for Simple Injector,added 197 characters in body
Steven,Stack Overflow,2016-08-01 18:51:13Z,revised,Simple Injector - Custom WebViewPage,Reformatted stack trace
Steven,Stack Overflow,2016-07-25 10:45:43Z,revised,InterceptWith() in StructureMap 3.x,added 10 characters in body
Steven,Stack Overflow,2016-07-07 12:16:53Z,revised,Register generic types in SimpleInjector Version 3,added 4 characters in body
Steven,Stack Overflow,2016-06-20 14:56:41Z,revised,Configure decorators for generic interfaces and inject all instances to constructor with non generic interface argument in Simple Injector,added 9 characters in body
Steven,Stack Overflow,2016-06-06 07:06:58Z,revised,Autofac SingleInstance Update failed,Removed xml comments
Steven,Stack Overflow,2016-07-31 17:56:01Z,revised,Decorating specific command handlers with unit of work,edited title
Steven,Stack Overflow,2016-07-24 08:10:50Z,revised,Using Dependency Injection without any DI Library,"those tools are libraries, not frameworks"
